listing_id,summary
16220808,"Kaurus  is  very  nice,  and the  house  is  clean  and  comfortable."
16260783," it   is  a  host  is  also  very  responsive,  and  could  feel  that  she was  doing  her  best to  take  care  of  our  needs  and  requests  even  when  I was  trying  to change  a check-out date  at the  last  moment. |"
16309636," it's  super  convenient  as  china  town  mrt  is  1  minute  walking  away  and  lots  of  hawkers  and shops  downstair.  it's  cozy,  clean  with  good  view  and  full  of  facilities."
16360200,Anna  is  a  wonderful  host.  always  easily  reached  by  a  phone  call  or  email. the  place  are  very  clean  and  well  maintained  with  its  own swimming  pool.
16370834,"a  very  happy  travel  and  accommodation  experience. there  are  two restaurants,  fruit  shops,  etc., and  mall  and  supermarkets  are  very  close."
16411791, super  friendly  host  family  lives  next  door.  a  short  walk  to transport  and restaurants.
16424205,"shulin's  place  is  a  quiet  clean  and  nice  house . the  room was  spacious,  clean  &  comfortable."
16427874,"the hostel is in a  vibrant  neighborhood with  amazing  coffee shops  bakeries  and hawker  stalls. the location is  best  in  singapore  I  had a  nice  place,  clean  and  neat."
16428014,uber  is  super  cheap  from  here. the staffs  are very  helpful  as  well.
16429519,"Tommy  and  Peggy  were  wonderful  hosts. they were  happy  to help  us with  a  plethora  of  things  including  attractions,  transport,  and  general  enquiries."
16462052," Shulin's  place  is  decent,  clean  and  comfortable.  everything  is  perfect!  highly  recommended."
16477283, it  is  a  few  minutes  away  from  LRT.  the  house  is  a  very  beautiful  townhouse.
16502098, this  is  hands-down  best  experience  I've  had.  very  clean  friendly  Pleasant  place  to  stay .
16519375, this  is  an  automated  posting.  This  is  likely  the  cheapest  place  you  will  ever  find  in  Somerset.  The  Wi-Fi  is  not  working.  The  listing  includes  Wi-Fi  and  I would  not  have  booked  otherwise  but  when
16522880," it's  a  nice  place  for  a  night  or  two.  it  has  a  simple  breakfast  and  coffee  and  tea  available  as  well.  it was  a shared  hostel,  it maintained  its  cleanliness  always!!!"
16524551, super  love  with  the  strategic  location. it is  literally  steps  away  from the  train  station.
16552273, Landlord was  expedient  taking  care  of  air  conditioning  and broken  toilet  door.
16565287,the  laundry  room  and the  kitchen  are  well  managed. the  hotel costs  are  expensive  in  Singapore.
16578603,the  host canceled  this  reservation  13  days  before  arrival.  This  is  an  automated  posting.
16621264,apartment  is  located  at  a  central  and  convenient  location. the  pool  is  beautiful  for  a  nice  dip.
16650721,host: nice  and  friendly  host:
16677104,"Mike's condo is at a  premium  in  Singapore,  so  the  apartment  is  compact."
16701352," it's  at the  high  floor  overlooking  the  sea.  it's  very  caring,  message  us  to make  sure  everything  ok."
16742820,"a studio apartment in orchard, somerset, was  a  little better than  expected,  and the location was  even  better."
16743909,"eric's  place  is  cozy,  very  comfortable  and  has  cooking  facilities. it was  just  what  I was  after,  and I wouldn't  hesitate  to  stay  again."
16744167,"the location was  great  with  excellent  access to the  MRT,  downtown  Orchard,  hawkers,  24hr  grocery. the apartment was  perfect  for  1  person."
16745292, location  is  the  best.About  3  minutes  on  foot  from the  station.
16750061," Eric  has been  the  friendliest  possible.  sorry,  we  had  to shorten  the trip  in  Singapore,  yet  Eric  has  been  extremely  accommodating,  understanding  and  friendly."
16798945,the  host  canceled  this  reservation  the  day  before  arrival.
16846533, very  considerate  and  helpful  host.  very  clean  and  conveniently  located. ric  is really  a  nice  guy.
16848828,"the location is  super  great,  1  min  walking  to  a 24h  supermarket,  food  hawker  and  3  mins  walking  from  somerset  mall."
16881298,the  host  canceled  this  reservation  2  days  before  arrival.
16891958," the  house  most  about  the  cleanliness,  Szekiat  was  kind  to  let me  have the  master  bedroom  since  it was  not taken  at  extra  charge.  the  bed  feels  like  a  hotel  bed!  Thank  you  for the  short  but  great |"
16964241,"the hostel was canceled 39  days  before  arrival. the location is  perfect,  just  seconds  away  from  MRT  and  food  center."
16966634,"if  next time  to  Singapore,  we  would  like  staying  there  again.we  trallved  to  there  first  time  on  16--22/02/2017."
16985394,"sadly  is few  capsule  have  bed-mites,  so  few  friends  have  itchiness  and  couldn  sleep  at night."
17016908," it  seems  it  has  been  newly  renovated  and  it  has  all  the  necessary  furnitures,  appliances  and  supplies  in  the  house.  it was  a  breeze  to  stay  at his  place."
17053896," the  swimming  pool  is  great.Bus stop  is  by  the  house,  although  I  take  taxi  instead."
17096898,Kenneth  was  a  great  host!
17110437,Mike  was  so  good  and  accomodated  our  needs.  Thank  you  Mike!
17179470,the  rooms  are  fully  furnished  with  everything  in  the  house  as  a  tour  guide.
17191773,"the location  was  very  good,  and there  are  lots  of restaurants  close  by. the  place  and the  host was  great ."
17275135,i  was  traveling  with  my  husband  &  my  2.5  yo  son.  my  main  purpose  was  to  attend  friend's  wedding  in  Shangrila  hotel.
17414394,"the  place  is  as  advertised  and the  capsule  was  spacious. all  sounds  made  can  be  heard  easily,  so  if  you're  a  light  sleeper, take  this  into  consideration."
17454856, the  next  door  is  very  noisy  1st  day  I  stay  the  next  door  is  keep  make  noise  all  the  times  talk  and  keep  shout  very  loud  even  they  sit  in  toilet  we  also  know  what  they  have
17483368,this  place  by  friend's  recommendation  and i will  recommend  to  others  too!
17488373,"very  good  location,  cleaned  daily,  good  room  for  the  price ."
17519803,the  flat  is  placed  in the  building  that  can be considered  to have  architectural  value. the  high-rise  is  made  in  Bauhaus/  Le  Corbusier  style.
17615250,Nice  place  to  stay  as  nearby  city  center.
17626886," the  AC  was  incredible,  especially  during  these  humid  SG  days.  a  pleasant,  no-frills  for the  budgeting  backpacker."
17641382,"the location is  very  good,  walking  for  five  minutes from  chinatown. the  apartment is  in  a  great  location  with  the  China  Town  Food  street  below!"
17660250,the  host canceled  this  reservation  3  days  before  arrival.
17672050, the  location  is  good  and the  staff  is  very  attentive.  My  only  let  down  were  the  bugs  in  the  bed  :-(  hope  this  is  fixed  but  I was refunded  with  no  explanations.
17684352,location  is  marvelous  as  it  is  only  a few  minutes  walk  to  train  station  or  bus.
17736530, it  was  a  pleasant  stay  for  my  family.  it  is  very  close  to  NTU  and subway  stations.
17740089, location  near  shopping  areas  and  public transport  (10mins  walk)  apartment  was  basic  for  budget  travelers.
17766467,i  had  a  good  stay  in  SG  because  of  Coldplay  and  got  home  safely. i  even  recommended this  place to  my work  friends.
17769862," our  stay  with  Nanda  was  great!  the  room  is  a  real  great  value,  very  close to the  subway  station.  the  room  is just  on top  of  a nice  place  to take  your  breakfast."
17778761,"the  best  here  is  recommended.  the  landlord  is  very  enthusiastic,  the  response  is  very  fast,  and the community  environment  is  very  good!"
17780022,the  host canceled  this  reservation  4  days  before  arrival.  This  is  an  automated  posting.
17868078, a  room  for  4  months  in  the  centre  of  the  city.  Host  was  very  responsive  and  always  able  to help  when  called  upon.
17881638,tryston/Jeff-  not  sure  which  name  he  goes  by  was  easy  to  contact  and  friendly  over  text.
17884419," super  friendly  host,  very  clean,  very  nice  condo,  food  court  very  close  to the  building.  I  have  stayed  in  Joe's  master  room  from  6/24  before  I  moved  into  the  dormitory."
17899942,the  host canceled  this  reservation  2  days  before  arrival.
17927897,"the location is  what's  really  killer  though. the house is in the  absolute  heart  of  Singapore. the staff are friendly,  kind  and  warm."
17928170," a  fantastic  mini-apartment  in  a  terrific  location.  great  facilities,  smooth  check-in,  near  restaurants  &  grocery  stores  and  Cherry is  very  helpful."
17928273, cosy  spot  between  Clarke  Quay   and  Boat  Quay.  2  minutes'  walk  away  from  nearest  MRT.
17929045,location  is  very  convenient  to  every  tourist  spots.  great  space  but  packs a  punch.
17929049,"the  location is  good,  about  a  10  walk  from  MRT's  Bugis  station."
17929053,                                                      
17929054, small  but  nice  :)                                                  |
17929055,"the  room  was  very  close  to the  city  center,  and  there  are  a lot  of  delicious  food  around.  bathroom  needs  maintenance  as  getting  rough  around  the  edges.  sound  insulation  on  the  room  is  not  good  especially  with other "
17949590," very  convenient  location  near  bus  stops  and  the  Kembangan  MRT  line.  if  you are  a  foodie,  insomniac  or  a gym junkie, the  neighbourhood boasts  plenty of  food  options."
17951810,"condo is  located  near  Jurong  East  MRT,  near  by  2  big  shopping  malls.  very  clean  and  nice  place."
18000521,Hatta  and  Cherry  are  the  best  hosts  and  very  accommodating.
18052476,"Mikii's  apartment is  very  strategic,  its  very  close  to  Orchard . the  room  is  clean,  ensuite  with  toilet  and  shower  facility  inside the  room."
18109887," Krish's  is  nice  and  helpful  and  arranged  the room  with  everything  I  need. the  residence  was  quite  messy,  floor  is  dirty  most  of  the  time."
18151459,Wendy  and  Keith  was  a  wonderful  host  and  went  beyond  expectations  in  making  us feel  welcome.
18166182,"location was outstanding, view  from pool  terrace  was  really  great  too  Communication  was  prompt  and  I   recommend this  property."
18169687," it  didn't feel  far  and  it was  safe,  clean  and  good  The  place  is  nice;  walking  distance  to  Kem  MRT  station  and the room  comes  with  breakfast  and  laundry  service  (include  ironing)."
18184250, Ec  was  so  accommodating  to  our  needs. bathroom  was  a  bit  small but it's  really  not  a  problem.
18199481,"the  building  is  at the  perfect  area  for  drinks,  food  and  lounging."
18202395,xz  great  place  to  stay . you  re  literally  across  the  street  from  Boat  Quay  which  is  an  amazing  bar  strip  overlooking  the  river.
18235755,canceled  this  reservation  58  days  before  arrival.  Miki  is  a  great  host.  accomodating  to  all  your  needs.
18253219, she was  very  kind  and  she  always  helped  me  when  I  was  in  trouble.
18286281,"the  landlord's  family is  very  nice,  and there  is  no  obstacle  to  communicating  in  Chinese."
18388608, my  wife  and  I  have used  Airbnb's around  the  globe  and  James  is  the  best  host  we  ever  had.  his apartment  is  great  - very  clean  and feels  brand  new in  every  way.
18395154, Goh  is  a  charming  host  with  curiosity  and  interest  about travellers  who  stay  with  her.
18421322,the hotel is located in a great location. it's  1 min walk from home and  it  opens  until  2am  or  sth.
18434466, very  clean  and  convenient.  very  near  bus  &  train  station.  will definitely come  back  to  SG.
18452100,the hotel is located in a great location. the staff are very friendly and helpful.
18484277,Josh's  apartment was  a  great  place  to  stay  for  a  week. he was  very  flexible  with anything  that  came  up  and  I'd  stay  here  again.
18508828, our  whole  stay  was  memorable  and  fun.  Azlan's  family was  very  accommodating  and  helpful.
18513959,any  place  in  Singapore  is  within  reasonable  distance  by  public  transport.
18585234, a  penthouse  in  the  35th  floor  be  prepared  to  get  an  breathtaking  view  over  the  city.
18674998,Eric  is  an excellent  host  and  demonstrates  in  the  way  he takes  care  of his  guests. there  are  large  number  of  eateries  within  a  walking  distance.
18675202, location  was  perfect  and  close  to  town.  kitchen  is  not  really  usable.  a  lot  noise  from the main road.  great value  for  money.
18858584,the  location  is  very  convenient  because it  is  a  few  minutes  away  from the  MrT  and  a 24-hr  fairprice  store.  Eric  the  host  is also  very  responsive  to  inquiries  and  requests.
18899288,the hotel was a last  minute  booking. it was  a  very  best  to accomodate  me  with  my  request  to  allow  me to  stay  on  the same day  when  asked  her.
18905203, Ms.  Suan's  family  members  are  really  warmhearted.  I  really  enjoyed  my  stay  here.  Suan  Khim  and  her  family  were  super  nice  and  generous  with their  hospitality.
19056267, The  culture  and  amenities  of  Jalan  Besar  and  Little  India  make  the  time  fly.
19107598,"if you  love  being  close  to  nature, this  is  the  place  for  you!  There's  a  wide  choice  of  eateries  nearby  which  would be great  for  locals  and  tourists  alike."
19200431,"Michelle  is very  friendly,  considerate,  helpful  and  responsive. the  house  is  clean  and  comfortable."
19218794,"the  place  is  a  beautifully  renovated  place,  it  is  quiet  and  private. the  room  has  a  separate  access, which  makes  it  absolutely  private."
19231371,"my  parents  have  great  experience  when  staying  in  the  room  for  13  nights.  Next  to  park  connector,  good  for  jogging."
19351097," a  bit  far  away  from  the  centre  but  well  connected  with  Bus  station  in  front.  a  new  place,  perfect  for  us  traveling  with  a  7  year  old  girl."
19595322," great  experience  at  this  place .  location,  layout,  service  outstanding.  modern  yet  traditional;  stylish  while  homey."
19595827,"biggest  issue  was  that  pillows  were  super  puffy  and therefore not ideal  for  kids...so,  really,  no  dramas  at  all!"
19648215, the  building  is  great  and  the shared  amenities  are  top  class.
19652882,a  smaller  than a  hotel room.  a  shared  bed.
19720477,if  you expect  a  quiet  room  with  privacy  in  a  quiet  &  good  neighborhood.
19731540,i  booked  a  room  for  my  family  of  5  and  they  provided  me  the  biggest  room  with  bathroom/toilet.  they  even provided  additional  mattress  to  accommodate  and  ensure  everyone   comfortable  on  their  stay.
19774490,"location was  splendid,  near  to  amenities  and  conveniences."
19774868,the  host canceled  this  reservation  17  days  before  arrival.
19801431,Great  place  to  stay  in  Singapore  for  couple  of  days.
19831199,"apartment in quiet  neighborhood  within  a few  minutes  walk  of  the  beautiful  Fort  Canning  park,  the  Orchard  road  shopping  precinct."
19847774,the location of the hotel is very good. the host's service is very good.
19881239,"The  address  is  very  good,  and  it  is  very  comfortable  to  live."
19895150,the  bathroom  are  uniquely  renovated  but  it was  okay  for  a  few  days  stay. the  only  drawback  was that  the  size  and  numbers  of  the  beds was  smaller  than  in the  listing  description.
20016031,"thourgh  station is just 5  mins  away. surrounded  by  many  amenities such  as minimart, fairprice  supermarket,  and  many restaurants."
20016671," I  was  just  in  search  for  the  property  that  I  can  cook  my  food  to  avoid  too  salt,  fat  and  sugar  from  eating out  all  day.  I  sent  a  request  that  I will  be  cooking  for  myself  and"
20065234, a  bit  far  from  the  farrer  park  MRT  but  still  walkable .  very  close  to famous  restaurant  (Scissor  Cut  Curry  Rice  and  Famous  Wanton  Noodle)  there  are  also  a  24-hrs  minimarket  near 
20084815,"the  place  is  lovely,  good  location  and  friendly  staff. the  service  at  the  building  is  outstanding."
20096441,i  stayed  at  the property with  my  grandma  who  has  limited  mobility. the  swimming  pool  and the  breakfast  are  two  of  my  favorite  features.
20181595, the  host  came  late . headed  to  the  breakfast  area  but  apparently  they  said  in  weekends  they  said .
20181917,"it was  very  close  to  the  subway  station,  so  it  was  easy  to  find  and  convenient!"
20181944," you can't  buy  water  or  soda  after  hours,  so  stock  up  while  you can  buy  it  before  you  come  back  at  night."
20182075, my  stay  was  made  better  by  the  warm  hospitality  by  Sandra.  very  friendly  host  and  central  location.  will  definitely  come  back  again.
20395120, this  place  is  a  good  value  for  your  money  and  you get  to  experience  how  to  live .
20468114,"if  you  are  planning  to  stay  around  Sembawang  area,  this  could  be  a  good  choice."
20512779, my  friends  stayed  over  at  Pier's  place.  house was  very  clean  and the  stay was  comfortable.
20539655,willie  is  a  wonderful  host.  he is  a  great  communicator  and provides  a  warm  welcome  to all  guests in his  home.
20564987,the  host canceled  this  reservation  3  days  before  arrival.  This  is  an  automated  posting.
20625726,fast  responses  and  list  of  tips  for  quick  understanding  of  the  apartment  is  given.
20625773,"the  apartment itself  though  has  very  thin  doors  and  walls,  with  7  ppl  living  there  it  can  get  quite  noisy  during  peak  hours ."
20659099," Host  tried  to  put  us  in  a  smaller,  inferior  apartment  the night before  we  flew.  STAY  AWAY  AWAY  AWAY  AWAY  AWAY  AWAY  AWAY  AWAY  AWAY  AWAY  AWAY  AWAY  AWAY  AWAY  AWAY |"
20772493,the nearest  MRT  station  about  20-25mins  of  walking.
20774303," no  details  on  check-in  procedure.  Tried  multiple  attempts  to  contact  host  via  Airbnb,  but  all  failed."
20774607,the  overall  complex  is  quiet  and  upscale. the  host is  Chinese  while  speaking  completely  fluent  english.
20778113,"i  booked  one  week,  but  decided  to  extend  my  stay.  transportation:  bus  stops  are  1-2  blocks  away."
20791161,JJ  was  a  terrific  host!  he  was  helpful  with  checking in  and  out  times.  the property  reflects  his  passion  to make  it  a great experience  to live  there.
20803693, I was  lucky  that the  room  wasn't  double booked  but  it  would have been  a  huge  issue!  Make  sure  your  reservation  is  confirmed  properly  with the  host.
20806898,a  old  school  quality.  Great  service.  Pool  area  a  bit  worn  out.  Good  gym.
20824274,"rooms  are  small  but  place  is  the  value  of  money,  in  heart  of  city.  I was  a  Veggie,  so  a  bit  hard  to  find  Indian  or  veggie  food."
20888336,Serena is  a  very  nice  and  kind. the  room  has  an amazing  view of the  massive  swimming pool  and the  greenery around.
20904654," all  the  furniture,  towels,  beddings  are  in  very  poor  condition.  2.  it  is  hard  to  imagine  that  there  is a  trash  door  inside the  room."
21013726,Kaurus  is  good  person  good  location  and  quite  convient  to  malls.
21015410,WORTH  FOR  WHAT  YOU  PAY  WORTH  FOR  WHAT  YOU  PAY  WORTH  FOR  WHAT  YOU  PAY  WORTH  FOR  WHAT  YOU  PAY  WORTH  FOR  WHAT  YOU  PAY  WORTH  FOR  WHAT  YOU  PAY  WORTH 
21015824, a  bit  of  a  long  walk  to the  MRT.
21015873,"location,  people  and breakfast  are  all  fantastic. breakfast was  a bit  small  but it  did  not matters."
21015874,it is  located  in  the  city  center. it is  very  convenient  to walk  5-10  minutes.
21015876," it  has  three  MRT  stations within  walking  distance,  as  many  bus  routes  to  all  the places  I  needed  to  go.  it  was  a  long  stay,  so  I did  a lot  of  laundry  and  cooking  and it was  hardly  any"
21015880,the  apartment is  centrally  located  and  very  convenient  to  get  around  Singapore. the  apartment is  well  equipped  with  everything  a traveller  needs  and  very  clean.
21015881,"one  of  the  central  locations  and  walkable  to  every  place  you  need  to  go  to.  a  delight  for  business  travellers  it  a  really  nice  place,  with  carefully  environment."
21015977, I  have  lived  in  SG  for  5  years  and  this  trip  was  the  first  time  I  left.  There  will be  cleaning  lady  come  every  day  to  change  the  tower.
21037930,Great  place  to  stay  for  exploring  north  west  of  Singapore.
21044947,"the  house is  very  clean,  furniture,  air  conditioning,  complete  refrigerator  facilities,  kitchen  and  soy  sauce,  olive  oil,  kitchenware."
21154124,Sidney  is  a  fantastic  host.  the  apartment  is  absolutely  perfect.  the  room.is  large  enough  for  a  couple  and  clean.
21182751,"the  hostess  is  sweet,  kind  and  endeavor  to help  in  every  face  and  question."
21200260,Jay  is  an awesome  host.  he  cares  and  has  an  genuine  interest in his  guests.
21214988,the  host canceled  this  reservation  9  days  before  arrival.
21283595,"location  is  very  good,  near  to  orchard  road  and  public transport  easily. the  place  is  next  to  orchard  road  which is  the  biggest  shopping  street  in  Singapur."
21358634,the hotel is very close to the farrer park station. it is also very easy to get to the city centre.
21370642,Phil  and his  wife were  amazing  hosts. house  is  at  a  great  place  with  a  lot  of  eating.
21402272,"a  little  walk  for  food  and  supermarket  but  a  few  good  spots  in  the  area.  Beautiful,  clean  and  comfortable  appartment."
21415749," very  clean  and  great  location  close  to  chinatown  mrt.  he  said  that the  hostel  was  clean,  comfortable  and  the  service  was  really  good."
21416331,i've  been  one  of  the  most  confortable  hostels  i've  ever slept  in!  Great  location  (just  a  few  minutes  walk  from bugis  station)
21416445, very  fine  place.  close  to  the  airport.  surrounded  by  bars  and  restaurants.  very  welcoming  welcoming  with  us.
21419965,the  host canceled  this  reservation  15  days  before  arrival.
21420790,"i was  told, but  24  hr  access  is  fine. this  is  quay  and in  a great spot  to  access  many  touristy  attractions  by  long  walks."
21428446,                                                        |
21462227,the  hotel  is  located  in  the  heartlands  making  it  a  convenient  and  affordable  option  for  travellers  or  even  Singaporeans  looking  for  a  staycation!
21552874,"i  am  happy  to  meet  them,  and  was  surprised  to  find  out  that  with  a  reasonable  price,  I  could  stay  longer."
21553387,willie's  place  is  very  convenient  and  spacious. it  is  close  to all  the  main spots  of  Singapore.
21605333,the hotel is in the middle of the busy city of shanghai. the location is great and the staff are friendly and helpful. the hotel is a great value for money.
21650745,"if  i come  back  singapore,i  will  live  there  again."
21670282,i  would love  to stay  there again when  i   m  holiday  with  lots  of  family  again.
21703476,"the  apartment was  small  and  without  a window, but  there  was  a  really  good  landlord."
21722898," a  peaceful  and  comfty  stay,  recommended  for  solo  travellers."
21793363,location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location good  location
21803237,"Kaurus  has  a  wonderful  cozy  place,  with  more  than  expected  amenities. i  never  got  a  chance  to  meet  in person,  he was  always  available  to  be  reached  over the  phone."
21854678," very  clean,  comfortable,  stylish,  &  modern.  local food  was  a  short  walk  away.  bus  was  around the corner  and the  MRT was  about  10  minutes  away."
21854687,the  weather  in  Singapore  is  very  comfortable  and  the  bicycle feels  great. There  are  almost  no  tourists  and  you  can feel  the  most  authentic  Singapore.
21865119,Chelsey  helps  me  with last  minute  request.
21887155, the  house  has  a  great  public transport  connection.  most  of  buses  and  trains  finish  around  11:30pm-12:00am.
21888054," an  excellent  apartment,  in  an  excellent  locale.  if u  r not  into  walking,  call  Grab,  or a  local  taxi."
21916263,location  good  for  the  price  and  location.
21927257,"Ok,  nice     and  good."
21939528,the  host canceled  this  reservation  3  days  before  arrival.
21970302,"if  someone  is  looking  for  a  place, this  one  is  the  place."
22019165,Definitely  recommend.
22051870, a  nice  residential  area.  Mtr  at  7  min  walking.  Bus  stop  very  closed.  it  is  ok  for  sleeping  not  chilling :)
22051992,location is  very  important  whether  you  are  on  vacation  or  work!
22090557,great  place  to  stay  and  would definitely  stay  again.
22114845," a  modern  and  in  immaculate  condition,  tastefully  decorated,  huge  bed  in  small  room  and  a  pantry."
22116641," it  is  near  the  MRT  station,  only  5  minutes  walk.  It  worths  the  price."
22143968,"s  place  is  lovely ,safe,  convenient,  and  clean . s  like  a  hostel  but do  not need  to share  the room with  other  one ."
22158920," a  traveller's  must,  budget  friendly  place,  practical  amenities,  friendly  staff,  secure  and  very  responsive  to  inquiries.  I  was  in  a  bad  luck to  see  a huge  cockroach  in the  bathroom."
22193170,i booked  for  7  nights  but  only  stayed  2!  accommodation  was  quite  easy  to  find.
22214451,thanks  joey!!  very  helpful  host!
22233862," a  superhost,  she was  always  prompt  to  help.  i  loved  the  stay  in  the  attic  room."
22267147,?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? 
22345943,i'm  very  grateful  for  the  host.I  even  requested  a  change  in  pillows  because  the  pillow  was  a  little  hard  and  she  found  a  person  to  get  it  switched  super  quickly.
22348216,"there  are  2 places  where  they  could  improve. first,  there  were  mothballs used  to  cover  up the  dampish  smell  of the  room. second,  they  should use  a  softer  mattress."
22361966, the  place  is  very  central  and  safe.
22376153,"very  clean,  calm  and  right  in  the  heart  of the  City."
22395492," I  wished  the  guests  were  a bit more  considerate  when  they  close  the  door.  I  can  hear  loud  banging  of  doors.  If  only  the  owner  can  provide  hydraulic  door,  would  be  better."
22458255,the  host canceled  this  reservation  23  days  before  arrival.
22469925,OK  for  location 
22544362," there  is  a  tonne  of restaurants,  cafes  and  bars  all  around,  from  very  small  to  upmarket  and  expensive  will  suit  anyone's  taste."
22561172,the location is  very  central  but  quiet.Very  comfy  bed  and  aircon  for  a  relaxing  sleep.
22577896,"the  host canceled  this  reservation  30  days  before  arrival. the  room  is  well  ventilated,  clean  and  quiet."
22588306," we didn't  know  about the  F1  race  so  every  affordable  AirBNB/desirable  is  all  booked.  overall,  it was  okay  just  thought  it was  overpriced  for  something  that's  a  studio  with  some  missing  essentials."
22590845,Be  your  own  judge  Nice  and  a  pleasant  stay 
22594189, a  a  a  a  a  a  a  a  a  a  a  a  a  a  a  a  a  a  a  a  a  a  a  a  a  a  a  a |
22627321, the  host canceled  this  reservation  12  days  before  arrival.
22666446," our  flight  has  delayed  for  more  than  an  hour,  but  Joe  was  there  to  check  in  time.  the  hostel  was  clean  and  communication  with the  host was  smooth."
22733377, A  decent  home  but  quite  outdated  and lacking  basic  WiFi.
22745179,"Kendra  is  a  great  host,  I  would not hesitate  to book  with  her  again!"
22798533,housekeeping  provided  daily  except  Public  Holidays. the  most  fabulous  thing  about this  place is  its  location.
22874441,Ivan  is  a  super  nice  host  who was  very  accommodating  and  responsive  to  texts.
22890318, the  place  is  always  kept  clean.  do  book  here  with  confidence.
22912035, Perfect  location  with  full  facilities.  Great value  during  the  conference  week.
22912163,a very  lovely  apartment  to  stay  in.  very  friendly  and  always  available  to help.
22971370, that  place  is  very  comfortable  and  fresh  air.  that  host  was  really  friendly.
22979766, Jimmy  and his  wife  are  amazing  hosts that  have been  very  helpful  in  many  ways.  Suphan  was  so  good.
22990388,Great deal of information.
23015765," this  is  a  well  run  guesthouse  in  Haw  Par  Villa,  however  since  it  is  an  entirely  commercial  operation.  there  is  a  decent  patio  outside,  but  if  you do not like  being  near  smokers, you will  find  it |"
23045739,i booked the apartment  for  my  parents.  they  loves  this  apartment  and  enjoyed  their  staying.  the  kitchen  is  very  nice.  the  location  is  pretty  good.
23048720,Good  Space  at  Fare  Price  Good  Space  at  Fare 
23063409," a  comfortable,  spacious,  cozy  apartment.  the staffs  are  friendly."
23072323, the  place  is  clean  and the  helpers  are  soooo  nice.  the  owner  is  well  accommodating  too.
23083547,"airbnb's pre-arrival arrangements were  haphazard  and  unnecessarily  stressful. a  cash  security  deposit of  of  SGD500 was asked  for, all  prior  to  arrival."
23084195,                                                        |
23094299,"there  are  three  subway stations  entrance  around the house,  and it  takes  a  few  minutes  to  walk  the  farthest."
23097015,"i  did  not  actually  stay  due  to  some  last  minute  complications,  but  can  tell  that  the  host  communicated  well  and was  quick  to answer  my  questions  prior  to  booking."
23169041, Nanda  is  very  accessible.  it  is  closed  to  most  of  everything  like  shopping  mall  and  Metro  Station.  there  are  lots  of restaurant  nearby.
23264528,thanks  for  hosting  us  Kimberley  is  a  very  friendly  host.
23277237, We  loved  how  clean  the  place  is  especially  that the  toilet  is  shared.  Would  definitely  go  there  again!
23315012, very  thoughtful  host  Mary  and  Adrian  were  very  thoughtful  and  were  good  in  hospitality.  very  clean.  the  surrounding  was  totally  worth  and  I  would recommend  it.
23348921,the  location  of  this  place  is  perfect  in  Chinatown  with  the  metro  literally  next  to  the  apartment  and  great  food  options  around.
23361035,the  host  canceled  this  reservation  41  days  before  arrival.
23362544," apartment  is  new  and  minimalistic  but  has  necessary  amenities such  as  wifi,  kitchen,  laundry,  and  A/C.  downside  is  a  plumbing  pipe  cuts  through  the bathroom  so you can  hear  the business of other  tenants."
23380147,"apartment  is  a  stone's  throw  of the  spectacular  city  centre. the  apartment  is  very  clean,  safe  and  secure."
23380199,the location is very  close  to Somerset  shopping  and  MRT.
23380866,the location  is  great  that  is just  near  Somerset  MRT  station. the  room  was  not  spacious  and the  furniture  is  old.
23403996,"i  stayed  in  Jay's  apartment  for  an  entire  month  in  July  2018. there  are  two  rooms  and  one  bathroom,  there  are  marts  and  convenience  store  restaurants  around."
23457264,Ann  is  an extremely  gracious  host  and  super  helpful. the  room  is  big  and a  good value  for  the  price.
23506068,Jay's property is ideally located in the  city of  singapore. the apartment has a skyscraper view and great amenities. the pool was amazing and felt like something you'd see .
23598682, a  very  recommended  place  to  stay if  you are  visiting  Singapore.  there  are  traditional  market  which  sells  fresh  veggies  and  fruits.
23604711," it  is  a  really  perfect  apartment  for  family  in  peaceful  neighborhood.  it  is  a  super  lovely  host,  very  attentive  even in  small  details."
23658989,Airbnb  is  illegal  in  Singapore  and  many  of  the  host  are  just  honest.
23733935," super  accommodating  hosts,  always  offered  me  to  join  them for dinner  when  they  are  in  town.  Would  definitely  stay  there  again  at  my  next  travel  opportunity  to  Singapore."
23760158,"the location  is  fantastic,  as you  have the  MRT  and  plenty  buses  close  by. on  the  way  to the  MRT  you  can even  discover  the city."
23861900," a  good  trip,  with  food  and  transport  nearby  the  hotel."
23874999," our  extended  group  stayed  in  Singapore  for  several  touristy  activities,  including  Santosa,  botanic  garden,  marina  bay  sands,  etc.  The  listing  is  of  great  value  considering  the  great  amenities  of the  listing  and  the |"
24125960,"i was greeted  at the  gate  by one  of the  lady  staff. met  the owner  during  check-in  as  well,  and was  extremely  nice."
24161078," the  three  bed  rooms  are  large.  the  showers  are  a  good  size  and  clean.  the  room  was  great,  better  than  other standard  hotel  in  SG."
