listing_id,listing_url,name,description,picture_url,host_id,host_url,host_name,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,price,has_availability,number_of_reviews,review_scores_rating,calculated_host_listings_count,good_review_rate,popularity_score
5908083,https://www.airbnb.com/rooms/5908083,Home in Singapore · ★4.61 · 1 bedroom · 2 beds · 1 bath,"(We have different location and other options for Immediate lease if you can’t find your dates in this listing, please contact us directly for availability)<br /><br />Enjoy a cosy stay in beautiful heritage conservation house just 15mins away from central. 7mins walk to Farrer Park MRT, Mustafa,City Square mall. Fully furnished studio with your own kitchen, bathroom and services provided. <br />Perfect for single, couple, students, business Travelers and family.<br /><br /><b>The space</b><br />Fully furnished studio, comes with your own private bathroom, kitchen, washer & dryer. you do not need to share with other guests, enjoy full privacy in your own space. Accommodate maximum 4 pax. queen bed with full bed set for 2 person and a big sofa bed sleeps comfortably for 2 person (extra bed set provided for sofa bed)<br /><br />Services include: once a week housekeeping, smart tv with Netflix channel, high speed wifi, utilities, air con servicing and monthly maintenance etc. <br /><br />",https://a0.muscache.com/pictures/708d40c4-310f-45f5-9c77-e3a94d96b1ab.jpg,7095710,https://www.airbnb.com/users/show/7095710,Elise,0,Kallang,Central Region,1.31642,103.85759,0.5,4,108.0,t,79,4.61,11,96.20253164556962,52.1123648607595
5919270,https://www.airbnb.com/rooms/5919270,Home in Singapore · ★4.83 · 1 bedroom · 1 bed · 1 private bath,"Near to Singapore' newest attraction - Changi Jewel, 星耀樟宜. Only 5 minutes walk to MRT/train station.<br /><br />[NOTE: When checking AVAILABILITY, it is sometimes confusing. For eg. if the system ONLY shows 1st Jan available (in bold) , it is actually available for the night of 1st and 2nd Jan. <br /><br />Please always click on your START date to reveal actual nights available.]<br /><br />A spacious room of antiquity with ensuite dressing area and bathroom. It has a king-size bed and a study table with hanging chandelier.<br /><br /><b>The space</b><br />Tranquil environment, in close proximity to Changi Airport, Changi Business Park, Singapore Expo and SUTD. Simei MRT station is 15 mins walk away, or 5 bus stops away. Tanah Merah MRT station is 6 bus stops away.<br /><br /><b>Guest access</b><br />As the Antiquity Room is part of the house, guests are free to use the garden outside, the living and dining room for their own free relaxation. But please do note that the kitchen as well",https://a0.muscache.com/pictures/77128919/3c1697d0_original.jpg,30080617,https://www.airbnb.com/users/show/30080617,Eddie,0,Tampines,East Region,1.346,103.9626,0.25,6,80.0,t,248,4.83,5,94.75806451612904,61.68984111290323
6020248,https://www.airbnb.com/rooms/6020248,Rental unit in Singapore · ★4.29 · 1 bedroom · 1 bed · 1 private bath,"Swoop into Singapore’s alluring “Bohemian” enclave situated right in the heart of Holland Village. A hot spot for expatriates around the world, our modern apartments, situated just beside Holland Village MRT and two major bus-stops, features amenities that allow you to sit back, relax and take a breather.<br /><br /><b>The space</b><br />90 days of minimum stay (URA compliant)<br />The humble abode maintains its historic British Colonial flavour with its cool green exterior, while holding true to a classic elegance throughout its interior. The impeccably clean and spacious room features a Queen Sized bed, a work table, fresh linens, towels, spare toiletries, all fully provided for. Also stocked with all the cookware, dishware, kitchen towels, and condiments, our kitchen is ready for you to whip up budget friendly meals when you are not out enjoying our fine local restaurants. Fully equipped with Optic Fibre Internet, work and play has never been made this easy!<br /><br />Situated dire",https://a0.muscache.com/pictures/74972529/47477672_original.jpg,25185912,https://www.airbnb.com/users/show/25185912,Rebekah,0,Bukit Timah,Central Region,1.31132,103.79736,0.25,1,102.0,t,8,4.29,17,87.5,44.8405525
6079533,https://www.airbnb.com/rooms/6079533,Condo in Singapore · 1 bedroom · 1 bed · 1.5 shared baths,Condominium master room with bathroom attached.<br />6 mins ride to Changi Airport.<br /><br /><b>The space</b><br />bedroom<br /><br /><b>Guest access</b><br />Gym Pool Tennis<br /><br /><b>During your stay</b><br />Feel free to call me<br /><br /><b>Other things to note</b><br />No smoking,https://a0.muscache.com/pictures/0f75f6bb-7b87-4ea2-a2f0-2fda9459f9ab.jpg,31557595,https://www.airbnb.com/users/show/31557595,Jay,0,Pasir Ris,East Region,1.35894,103.96465,0.25,1,50.0,t,0,,1,0.0,0.44453550000000003
6261313,https://www.airbnb.com/rooms/6261313,Condo in Singapore · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,"90 days of minimum stay (URA compliant)<br />Swoop into Singapore’s alluring “Bohemian” enclave right in the heart of Holland Village. A hot spot for expatriates around the world, our modernly designed apartments, situated just beside Holland Village MRT and major bus-stops, features amenities that allow you to sit back, relax and take a breather.<br /><br /><b>The space</b><br />The humble abode maintains its historic British Colonial flavour with its cool green exterior, while holding true to a classic elegance throughout its interior. The impeccably clean and spacious room features a Queen-sized bed, a work table, fresh linens, towels, spare toiletries, all fully provided for. Also stocked with all the cookware, dishware, kitchen towels, and condiments, our kitchen is ready for you to whip up budget friendly meals when you are not out enjoying our fine local restaurants. Fully equipped with Optic Fibre Internet, work and play has never been made this easy!<br /><br />Situated direct",https://a0.muscache.com/pictures/100694961/29812192_original.jpg,25185912,https://www.airbnb.com/users/show/25185912,Rebekah,0,Bukit Timah,Central Region,1.31107,103.79687,0.25,1,85.0,t,10,4.9,17,90.0,46.0866995
6287204,https://www.airbnb.com/rooms/6287204,Condo in Singapore · ★4.80 · 1 bedroom · 2 beds · 1 bath,"Guests can enjoy resort living at Parc Rosewood with full condominium facilities. There is a wide variety of good food, shopping and entertainment around the vicinity and the transport hub for the precinct is only a 10-minute walk away.<br /><br /><b>The space</b><br />Parc Rosewood is a development (ready in Aug 2014) of 15 blocks of 5-storey residential building with basement carpark, 10 swimming pools and full condominium facilities. You will be staying in my cozy one-bedroom apartment with patio on the ground floor.<br /><br />You will be surrounded by a wide variety of good food, shopping and entertainment at Causeway Point Shopping Mall, Woodlands Civic Plaza, Woodgrove Food Centre & Market, Plaza 888 Food Centre & Market. <br /><br />The transport hub for the precinct is only a 10-minute walk away, and it is very accessible to major expressways if you are driving. It is also near the Causeway to Johor Bahru, should you wish to make a day trip to visit our neighbour, Malaysia. If",https://a0.muscache.com/pictures/81317317/1934ad7d_original.jpg,32683666,https://www.airbnb.com/users/show/32683666,Quinn,0,Woodlands,North Region,1.43012,103.78434,0.5,4,180.0,t,11,4.8,1,90.9090909090909,41.74449072727273
6300577,https://www.airbnb.com/rooms/6300577,Home in Singapore · ★4.76 · 1 bedroom · 1 bed · 1 bath,Our Peaceful and Comfortable Studio Ensuite bedroom with balcony for 1 person  come with 01 super single bed. Is centrally located and just 01min walk to Mattar MRT station (Downtown Line - blue color). Free wifi.<br />20mins MRT ride to Downtown station ( CBD).<br /><br /><b>The space</b><br />- Maximum 1 person can live comfortably and has attached private bathroom and balcony. <br />- Using One card system to assess entrance and door without any keys. <br />- Fresh Towels and linen provided upon checking in. <br />-1min walk to MRT station and bus stop via back gate.<br /><br /><b>Guest access</b><br />- Guest will have access to private bathroom and balcony ( no sharing). <br />- using card access system to enter gate and door. no keys required. <br />- guest can use washing machines and dryers for their laundry<br />-free wifi<br /><br /><b>During your stay</b><br />Guest can take train from airport and alight at Mattar station. i will be most glad to meet you at taxi stand during,https://a0.muscache.com/pictures/96977909/ec4341a5_original.jpg,26899710,https://www.airbnb.com/users/show/26899710,Sebastian,0,Geylang,Central Region,1.32874,103.88439,0.25,1,108.0,t,25,4.76,2,96.0,44.9601545
6317686,https://www.airbnb.com/rooms/6317686,Rental unit in Singapore · 1 bedroom · 1 bed · Private half-bath,"- Lockable Room & Fully Private (no sharing with strangers)<br />- Airconditioned, Double-bed, study table + chair, your own fridge, 32 inch TV<br />- PERSONAL shower room+wash basin inside bedroom, but toilet outside bedroom<br />- Plain Bedsheet & Towel<br />- Unlimited Free wifi (1gbps)<br />- Note this is an ensuite within a shared duplex-apartment of 5 housemates<br /><br /><b>The space</b><br />- Lockable Room & Fully Private (no sharing with strangers)<br />- Airconditioned, Double-bed, study table + chair, your own fridge, 32 inch TV<br />- PERSONAL shower room+wash basin inside bedroom, but toilet outside bedroom<br />- Plain Bedsheet & Towel<br />- Unlimited Free wifi (1gbps)<br />- Note this is an ensuite within a shared duplex-apartment of 5 housemates<br /><br /><b>Guest access</b><br />- 24hr checkin via door code, No curfews (but do keep noise level down after 12am)<br />- Light cooking using shared microwave, induction cooker in pantry area<br />- Free Wifi 1gbps<br />-",https://a0.muscache.com/pictures/e4b21dce-c72a-4930-bc33-1f8b92663e90.jpg,8948251,https://www.airbnb.com/users/show/8948251,Joey,0,Outram,Central Region,1.2841,103.84253,0.25,1,69.0,t,1,5.0,70,100.0,66.9639825
6340605,https://www.airbnb.com/rooms/6340605,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,"Well furnished television settee, kitchen appliances, washer cum dryer with gym facilities and swimming pool.<br /><br /><b>Other things to note</b><br />Only accept long term lease of a year or 2",https://a0.muscache.com/pictures/81851025/73b90a99_original.jpg,33019244,https://www.airbnb.com/users/show/33019244,Airena,0,Novena,Central Region,1.32515,103.84914,0.5,1,100.0,f,0,,1,0.0,0.45471700000000004
6453321,https://www.airbnb.com/rooms/6453321,Townhouse in Singapore · 1 bedroom · 1 bed · 1 shared bath,"Beautiful balinese room for rent for female tenants only . Big patio with a balinese bed overlooking sunset at the reservoir. Near to foodcentre,supermarkets and cafe.<br />Direct bus to down town and near to Bishan or Ang Mo Kio MRT.Include utilities ,cable and hi speed wifi.<br /><br /><b>Other things to note</b><br />Only available for single female tenant",https://a0.muscache.com/pictures/80998272/c3bc60d8_original.jpg,11463785,https://www.airbnb.com/users/show/11463785,Dianne,0,Ang Mo Kio,North-East Region,1.36973,103.82847,0.25,1,45.0,t,1,5.0,8,100.0,46.9678045
6481052,https://www.airbnb.com/rooms/6481052,Serviced apartment in Orchard  · ★4.65 · 1 bedroom · 2 beds · 1.5 baths,"Our  serviced apartment is set in the heart of city. It is convenient, spacious and pet-friendly.  <br /><br />Apartment floor area is 450 square feet, making it bigger than average guestroom size in Singapore. Each room offers insanely comfortable queen size mattress, dining area, , private bathroom, complete with kitchenette and washer & dryer. It can be configured with an sofa bed for the third pax,and of course, house keeping , wifi, and 24 hour reception.<br /><br /><b>The space</b><br />If you travel for business, we offer  working space in the main lobby. If you travel with dog or cat, your pet is very welcome.<br /><br />Here, during your stay, you can get a good workout in our gym. Be sure to pack enough sunscreen for sunbathing on pool deck. When night falls, you can relax and enjoy a scenic lookout in the roof garden.<br />When you’re looking for a serviced apartment, location plays a pretty big role. As our serviced apartments are located in prime locations, residents can e",https://a0.muscache.com/pictures/miso/Hosting-6481052/original/9c3cc5c6-20fb-44e0-b424-42b8ad9162f8.jpeg,7210103,https://www.airbnb.com/users/show/7210103,Thanksgivings,0,River Valley,Central Region,1.296265,103.840942,0.5,4,295.0,t,88,4.65,6,92.04545454545456,49.298273636363646
6529707,https://www.airbnb.com/rooms/6529707,Home in Singapore · ★4.92 · 2 bedrooms · 2 beds · 1 shared bath,"Are you a student or professional working in  NUS, NUH, One North, Maple Tree, Jurong, Clementi, Harborfront, Bouna Vista? We have a spacious & bright room with balcony in our house for long or short term. Please upload your full profile when booking<br /><br /><b>The space</b><br />The room is about 16sqm and it has a double sized bed. This place is only for 1 person. It also has a study desk, large built-in closet, bright windows which leads to a balcony facing the back garden of the house and the neighborhood. It also comes with a ceiling fan and air/conditioning<br /><br /><b>Guest access</b><br />The main ground floor of the house has a large living and dining area, which you have access to. There's also a smaller kitchenette upstairs where you can use the fridge to store your own food. It comes with a sink and microwave. You also have access to a shared bathroom which is right outside of the room. It is shared with another user<br /><br /><b>During your stay</b><br />Welcome to o",https://a0.muscache.com/pictures/d209b158-4240-4f74-9a2a-ddd51a50c80b.jpg,33003286,https://www.airbnb.com/users/show/33003286,Suan Khim,0,Clementi,West Region,1.29575,103.76707,0.25,2,54.0,t,39,4.92,2,92.3076923076923,44.42907811538461
6547248,https://www.airbnb.com/rooms/6547248,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,"Great location to stay to explore the national parks in Singapore as the apartment is just opposite to the Bukit Timah Natural Reserve. Great view from the living room as you can see from the photos attached. Walking distance to Bukit Batok, Bukit Timah natural Reserve and the Rail.<br /><br /><b>The space</b><br />Very clean and comfy common room, super size living room, easy access to swimming pool<br /><br /><b>Guest access</b><br />Living room, shower facility and kitchen dinning area, guests are free to use all the swimming and sport facilities<br /><br /><b>During your stay</b><br />I try my best to communicate with the guests as I am a very regular traveller and have good understanding of traveling",https://a0.muscache.com/pictures/82399003/de6c9b33_original.jpg,5556667,https://www.airbnb.com/users/show/5556667,David,0,Bukit Timah,Central Region,1.34507,103.76804,0.25,1,77.0,t,2,5.0,1,50.0,22.6833075
6603464,https://www.airbnb.com/rooms/6603464,Bungalow in Singapore · ★4.44 · 1 bedroom · 1 bed · 1 private bath,"Beautifully furnished & spacious Bedroom with attached bathroom. With jacuzzi, swimming pools, etc. 20 mins from airport. 30 mins from Sembawang MRT to Orchard MRT. For couples, add an additional fee of US$35/Night.<br /><br /><b>The space</b><br />It is a beautiful resort. The bedroom is on the 3rd floor of a terrace house, accessible by wooden stairs, with its own bathroom and toilets. <br />It's furnished with a wooden bed & built-in wardrobe. <br />The flooring is made of exotic wood. <br />The bathroom is simple, with its own toilets, and large shower. The floor and walls are covered with Ceramic tiles. <br />Kitchen is on the first floor, but it's not for public. However there is a fridge that can be used to store some food, if needed.<br /><br /><b>Guest access</b><br />Internet, wifi, TV, jacuzzi, swimming pools, gym etc.<br /><br /><b>Other things to note</b><br />GUESTS ARE ADVISED TO READ THIS BEFORE BOOKING:<br /><br />1. My rates are non-negotiable.<br /><br />2. As I am s",https://a0.muscache.com/pictures/94364071/f3ff2561_original.jpg,28809566,https://www.airbnb.com/users/show/28809566,Property,0,Sembawang,North Region,1.44167,103.82376,0.25,2,134.0,t,9,4.44,5,100.0,46.6771705
6607671,https://www.airbnb.com/rooms/6607671,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,"Apartment in Central Singapore with condo facilities such as Swimming Pool, Gym, Car park etc. 7 minutes walk to 2 MRT stations (purple line & green line). Direct bus to Orchard Road and Bugis shopping district. Extremely convenient public transport.<br /><br /><b>The space</b><br />Fully Furnished (TV/ Sofa/ Aircons/ Fridge/ Washer+Dryer/ Standing Fan/ Microwave/ Toaster/ Coffee Maker/ Rice Cooker/ Kettle/ Induction Stove/ Queensize Bed/ Dining Table/ Cooking Pan/ Water Heater/ Iron & Ironing Board/ Vacuum Cleaner/ Clothes<br /><br /><b>Guest access</b><br />The apartment is right at the centre of Singapore. Nearest MRT Stations<br />- Lavender MRT Station (7 min walk)<br />- Farrer Park MRT Station<br />- Bendemeer MRT Station (Downtown line)<br />- 1 station to Bugis; 2 stations to City Hall; 3 stations to Raffles Place; 4 stations to Marina Bay (MBS); 4 stations to Botanic Garden<br /><br />[Nearby Bus Stops]<br />- SBS13, SBS67, SBS133, SBS145, SBS21, SBS23, SBS64, SBS65, SBS66, S",https://a0.muscache.com/pictures/83244799/b81515d5_original.jpg,21149720,https://www.airbnb.com/users/show/21149720,Mike,0,Kallang,Central Region,1.31099,103.85849,0.5,6,243.0,t,1,1.0,16,100.0,50.117313
6620261,https://www.airbnb.com/rooms/6620261,Condo in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Beautiful 334sqft Hotel-Style fully furnished studio condo just on the outskirts of the city (Novena/Balestier), complete with living area, kitchenette, balcony, queen sized bed, dresser, and private bath, free utilities and high speed WiFi with Netflix!(Pool)<br /><br />IMPORTANT NOTE:<br />PRICE BE DIFFERENT DEPENDING ON THE LENGTH OF STAY<br />- 3 Months 2.5k per month <br />- 6 Months 2.0k per month<br />- 12 Months 1.8k per month<br /><br /><b>The space</b><br />Bali Style Studio Condo that feels like a Hotel, yet is Fully furnished with everything you need (except owner lol)<br /><br />- Queen Sized Bed<br />- Wardrobe<br />- Sofa Bed/Couch with arm rest/drink rest<br />- Coffee Table<br />- TV/Console<br />- Kitchenette with Induction Stove/Microwave Oven<br />- Fridge <br />- Washer<br />- Utensils, cups and plates<br />- Balcony Outdoor Wooden Table and 2 Chairs<br />- Clothes Drying Rack (In SG clothes are hung outside to dry due to 365 days of summer)<br />- High speed Wifi ",https://a0.muscache.com/pictures/2dacc196-9185-4938-b837-bd7828164252.jpg,34649530,https://www.airbnb.com/users/show/34649530,Prim,0,Novena,Central Region,1.32419,103.85252,0.5,2,91.0,t,3,5.0,5,100.0,46.263536
6630341,https://www.airbnb.com/rooms/6630341,Home in Singapore · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,Convenient and located in a quiet neighbourhood. Has direct buses to the city centre and nearby shopping malls.<br /><br />Big enough to accommodate you and your travel companion with ease and comfort.<br /><br />More rooms are available on enquiry.<br /><br /><b>The space</b><br />Located in a quiet neighbourhood where local delights are available nearby.<br /><br />Come an experience the local culture of Singaporeans and get to enjoy the serenity at the same time.<br /><br />Huge shopping mall just 5 - 10 mins away by walking and accessible to two train lines just 5-10 mins away.<br /><br />Privacy offered and you may even get to try my cooking if you are lucky :)<br /><br /><b>Guest access</b><br />Almost all spaces are available for usage but please respect the things that I have on display.<br /><br /><b>During your stay</b><br />I will be able to bring you around if I am not working<br /><br /><b>Other things to note</b><br />One room can accommodate 2 pax,https://a0.muscache.com/pictures/93954082/e1ead7fa_original.jpg,34707865,https://www.airbnb.com/users/show/34707865,Stteven,0,Serangoon,North-East Region,1.34611,103.87071,0.25,2,90.0,t,99,4.9,3,95.95959595959596,50.603715934343434
6638508,https://www.airbnb.com/rooms/6638508,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,"Room for rent in a 2 level penthouse with beautiful views & attached bath dedicated for own use. Balcony w/beautiful blooming frangipani tree. Condo has full facilities including lap pool, gym and tennis courts. Easy access to MRT lines and buses.<br /><br /><b>The space</b><br />The room has a queen sized bed, desk and chair, small closet for clothes, a shelf, an ensuite bathroom with a sink, toilet, and shower, and a sliding glass door which opens to a balcony with a table and chair and frangipani tree.  There is additional storage space under the bed for luggage with a decent amount of clearance between the floor and mattress.  Essentially one side of the room is all glass windows comprised of a floor to ceiling window next to the sliding glass door.  The window and balance look over the Singapore skyline facing northwest.<br /><br /><b>Guest access</b><br />Guests will receive an access card to be able to enter the condominium project, a front door key to the flat as well as one ro",https://a0.muscache.com/pictures/airflow/Hosting-6638508/original/471b156e-2b60-4520-94a1-4a650e7dc311.jpg,11324694,https://www.airbnb.com/users/show/11324694,Rainer,0,Kallang,Central Region,1.3124,103.85758,0.25,1,89.0,t,17,5.0,2,100.0,46.1628665
6663672,https://www.airbnb.com/rooms/6663672,Home in Singapore · 1 bedroom · 2 beds · 0 baths,有空调 有wifi 近bus 近地铁 近吃饭的地方 明亮 干净,https://a0.muscache.com/pictures/84017337/bdf30e7b_original.jpg,31721965,https://www.airbnb.com/users/show/31721965,Feng,0,Downtown Core,Central Region,1.27914,103.85002,0.25,2,85.0,f,0,,1,0.0,0.5563705
6693516,https://www.airbnb.com/rooms/6693516,Rental unit in Singapore · ★4.78 · 1 bedroom · 1 bed · 1 bath,"Modern, new, minimalistic design.<br />Located in a quiet residential area.<br />15 Minutes walk from the nearest Train station.<br />Approx~ 20 minutes drive/taxi from the Airport, 40 minutes by public transport. <br />Nearby many Eateries, Bars, Cafes<br /><br /><b>The space</b><br />The apartment is new, and has a minimalistic modern feel to it. <br />You can cook, bake, and wash your clothes!<br />Enjoy Singapore by living like a local in a quiet residential area :)",https://a0.muscache.com/pictures/111041362/baa51fd5_original.jpg,33944993,https://www.airbnb.com/users/show/33944993,Melissa,0,Bedok,East Region,1.31688,103.90906,0.5,2,150.0,t,11,4.78,1,72.72727272727273,33.48536618181819
6716844,https://www.airbnb.com/rooms/6716844,Bed and breakfast in Singapore · 1 bedroom · 1 bed · 8 baths,"It is a private room, small, simple, clean and air-conditioned. It has a bunk or loft bed for ONLY 4 persons, a small wall table shelf, a ceiling light and a reading light. Each room may or may not have a window or TV set, subject to availability.<br /><br /><b>The space</b><br />It has a space of at least 2m x 3m. It may have a window or a TV set. The bed type is usually a 2-decker bed. However, at times, it may be different. All requests are subject to availability. The picture is only a sample.<br /><br />We have 3 fibre optics broadband networks accessible to our guests.  The washing machine, clothes dryer, iron and iron board, a printer are chargeable.  However, you may wash your clothes in the open basins and air dry in our drying balcony for free.  There is a free hair dryer to share in the common area.  There is a small pantry with water boiler, a micro wave, and microwave safe cups and bowls and a small fridge.  There are common individual toilets and showers for sharing.  The",https://a0.muscache.com/pictures/91911009/aa28c952_original.jpg,8773916,https://www.airbnb.com/users/show/8773916,Superb Hostel,0,Rochor,Central Region,1.30205,103.85804,0.25,4,120.0,f,2,4.0,7,50.0,24.9539265
6718219,https://www.airbnb.com/rooms/6718219,Home in Singapore · ★4.92 · 1 bedroom · 2 beds · 1 private bath,Convenient and located in a quiet neighbourhood. Has direct buses to the city centre and nearby shopping malls.<br /><br />Big enough to accommodate you and your travel companion with ease and comfort.<br /><br /><b>The space</b><br />Located in a quiet neighbourhood where local delights are available nearby.<br /><br />Come an experience the local culture of Singaporeans and get to enjoy the serenity at the same time.<br /><br />Huge shopping mall just 5 - 10 mins away by walking and accessible to two train lines just 5-10 mins away.<br /><br />Privacy offered and you may even get to try my cooking if you are lucky :)<br /><br />Cable TV is available downstairs in the living room<br />Bathroom is attached to the room.<br /><br />Two Twin sized beds available for use<br /><br /><b>Guest access</b><br />Almost all spaces are available for usage but please respect the things that I have on display.<br /><br /><b>During your stay</b><br />I will be able to bring you around if I am not wor,https://a0.muscache.com/pictures/89110466/4a53f3bb_original.jpg,34707865,https://www.airbnb.com/users/show/34707865,Stteven,0,Serangoon,North-East Region,1.34385,103.86892,0.25,2,100.0,t,59,4.92,3,96.61016949152544,48.06579690677967
6718514,https://www.airbnb.com/rooms/6718514,Home in Singapore · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,"Convenient and located in a quiet neighbourhood. Has direct buses to the city centre and nearby shopping malls.  Train station with 2 different lines 10 minutes walk away.  A big shopping mall above the station.<br /><br />Big enough to accommodate you and your travel companion with ease and comfort.<br /><br /><b>The space</b><br />Located in a quiet neighbourhood where local delights are available nearby.<br /><br />Come an experience the local culture of Singaporeans and get to enjoy the serenity at the same time.<br /><br />Huge shopping mall just 5 - 10 mins away by walking and accessible to two train lines just 5-10 mins away.<br /><br />Privacy offered and you may even get to try my cooking if you are lucky :)<br /><br />Bathroom is shared but if you are the only one booking, you will be able to use it for your own use.<br /><br />Cable TV is available in the ground floor living room.<br /><br /><b>Guest access</b><br />Almost all spaces are available for usage but please respec",https://a0.muscache.com/pictures/93954066/bb22df07_original.jpg,34707865,https://www.airbnb.com/users/show/34707865,Stteven,0,Serangoon,North-East Region,1.34603,103.87037,0.25,2,90.0,t,75,4.88,3,93.33333333333331,47.74777516666666
6831622,https://www.airbnb.com/rooms/6831622,Rental unit in Singapore · ★4.65 · 1 bedroom · 1 bed · 1.5 baths,"Enjoy our safe, 2015 renovated apartment situated in western Singapore. <br />- Amenities eg. Swimming pools, jacuzzi, playgrounds, wi-fi<br />- Keycard entry, strict security controls<br />- Walk to Buona Vista MRT/Star Vista mall in 8min/Holland Village in 15min! <br />- Min 3 months rental<br /><br /><b>The space</b><br />Cozy, safe, light-filled apartment.<br />Located on the ground floor, one can enjoy a beer in the patio with a view of people playing tennis.<br />We have a queen-size real bed in the bedroom. There are TVs in both the living room and bedroom. Wi-Fi and cable TV are available at no extra cost<br />Due to local laws, we prefer long-term guests as short-term stays are not allowed<br /><br /><b>Guest access</b><br />Guests can choose to cook in our renovated kitchen. <br />Washer and dryer facilities with detergent provided.<br />Wi-Fi connection provided.<br />Enjoy condominium facilities such as swimming pools, jacuzzi, children's playgrounds.<br />Please take note ",https://a0.muscache.com/pictures/86399343/de426d88_original.jpg,437092,https://www.airbnb.com/users/show/437092,Aloysius,0,Queenstown,Central Region,1.30613,103.78094,0.5,3,150.0,t,23,4.65,1,100.0,46.498015
6837947,https://www.airbnb.com/rooms/6837947,Rental unit in Singapore · 3 bedrooms · 3 beds · 2 baths,* Whole Flat for Rent<br />* Spacious rooms<br />* Fully furnished<br />* Many amenities nearby (>5 mins from Hougang Shopping Centre)<br />* >400m from Buangkok MRT,https://a0.muscache.com/pictures/86490498/7b0bd244_original.jpg,35833085,https://www.airbnb.com/users/show/35833085,Benedict,0,Hougang,North-East Region,1.38084,103.88983,0.5,8,2300.0,f,0,,1,0.0,1.2375619999999998
7117201,https://www.airbnb.com/rooms/7117201,Condo in Singapore · Studio · 1 bed · 1 bath,"Fully furnished 350 sq feet beautiful studio in the city fringe.<br /><br /><b>The space</b><br />-City fringe living at walking distance/ 1 stop from 2 MRT stations  (i.e. Boon Kang & Patong Pasir MRT less than 5 minutes’ walk away)! Only 2 stops to city (i.e. Dhoby Ghaut MRT)!<br />-Great privacy as you have entire studio apartment to yourself! No sharing with strangers!<br />- Bedroom with open kitchenette (including microwave, stove & washing machine) plus attached spacious bathroom. <br />- Queen size bed with Mattress & pillows.<br />- 2 Seater dining table. <br />- Quaint neighbourhood with good eateries around so you will never go hungry!<br />- Lap pool and mini gym on top floor (work out then eat then work out - healthy living i suppose :))<br />- Point of cultural exchange with Little India and Not-to-miss-everything-can-get-cheap Mustafa Centre, plus numerous wonderful Indian curries within walking distance! - Experience a lil bit of old S'pore before full effects of global",https://a0.muscache.com/pictures/90258883/8b55c507_original.jpg,37284901,https://www.airbnb.com/users/show/37284901,Niti,0,Kallang,Central Region,1.32614,103.8634,0.5,2,200.0,f,0,,1,0.0,0.5665520000000001
7156419,https://www.airbnb.com/rooms/7156419,Condo in Singapore · ★4.79 · 1 bedroom · 1 bed · 1 bath,"The apartment is located in Tanjong Pagar CBD area. Tanjong Pagar MRT is 5 mins by walk, 1 mins walk to Shenton way bus terminal. You can easily reach supermarkets(Don-don DONKI, FairPrice, Cold Storage, malls, restaurants & bars , financial district and  tourist attractions. Size 624sqf , spacious 1 bedroom with queen size bed, and facilities.<br />• weekly cleaning service included during your stay<br /><br /><b>The space</b><br />The space is well maintained with spacious living area. The additional floor mattress is provided upon request.<br /><br /><b>Guest access</b><br />You can basically use the apartment including kitchen(light cooking only) washer/dryer, A/C, TV, internet and public amenities, <br />However, you will have no access to wardrobe, drawers, storage and personal stuffs.<br /><br /><b>Other things to note</b><br />You have to use security card to access the condo, elevator, gym and pool area.<br />Apartment door is digital lock with passcode( or token)",https://a0.muscache.com/pictures/48974959-e619-41f4-be77-4362e60abd5f.jpg,21763604,https://www.airbnb.com/users/show/21763604,Purple,0,Downtown Core,Central Region,1.27284,103.84445,0.5,2,158.0,t,15,4.79,1,93.33333333333331,42.874758666666665
7162659,https://www.airbnb.com/rooms/7162659,Condo in Singapore · ★4.50 · 2 bedrooms · 3 beds · 3 baths,"Dover Parkview. 5min to Buona Vista MRT (Green/Circle subway lines). Spacious, cozy, equipped with swimming pool, gym, parking. Many restaurants, bars, local hawkers nearby, eg Star Vista mall, Rochester Mall, Holland Village. Friendly district: NUH, NUS, INSEAD, Metropolis, Fusionopolis, Biopolis, next door.",https://a0.muscache.com/pictures/0d4d19c9-920a-456e-bd2e-90b8bc1d31d9.jpg,37512810,https://www.airbnb.com/users/show/37512810,Sean,0,Queenstown,Central Region,1.30423,103.784,0.5,6,180.0,t,9,4.5,1,77.77777777777779,36.023504888888894
